Asset Name,Name,Serial number,Criticality,Status,Tenant,Role,Manufacturer,Type,BMC IP,BMC MAC,BMC Version,BIOS Version,Asset tag,ID,Tenant Group,Region,Site Group,Site,Location,Rack,Parent Device,Position (Device Bay),Position,Rack face,Latitude,Longitude,Airflow,IP Address,IPv4 Address,IPv6 Address,OOB IP,Cluster,Virtual Chassis,VC Position,VC Priority,Description,Config Template,Comments,Contacts,Tags,Created,Last updated,Owner Group,Owner,U Height,Platform,Console ports,Console server ports,Power ports,Power outlets,Interfaces,Front ports,Rear ports,Device bays,Module bays,Inventory items,BIOS Date,EOL,FW Bundle,Installation Date,Last updated (automatic),OS Info,Product Name,UUID
AST-ASH1-00247,ash1-gpu-0247,SU215921670,Medium,Active,,gpu,Supermicro,SYS-221H-TNR CTRL Gen 3,-,3f:31:db:a2:10:62,4.0,2.12.1,TAG73470,1246,,AMER,,ASH1,ASH1-DC-2,R14,,,37,,,,Front to rear,,172.19.205.86/24,,10.131.22.236,,,,,,,"Needs recable
see ticket NET-2231",,lab,2021-12-23T19:33:34.000000+00:00,2022-04-12T19:33:34.000000+00:00,,a.kovac,1,Linux Ubuntu 22.04,,,2,,2,,,,,,,,smc/2025.09,2026-02-21,2022-07-04 19:33:34+00:00,None,SYS-221H-TNR,d247ca07-9b4f-4e02-8950-708c4a60bbab
AST-TYO1-00248,tyo1-stor-0248,SU847838944,Mission Critical,Offline,,storage,Supermicro,SYS-221H-TNR CTRL Gen 3,–,,3.19,3.12.3,TAG42578,1247,,APAC,,TYO1,TYO1-DC-3,R13,,,25,Front,,,Front to rear,,172.26.25.29/24,,N/A,,,,,"Ordered 2023, batch 5, rack row B",,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2025-04-05T18:03:55.000000+00:00,2026-01-12T18:03:55.000000+00:00,DC-Ops,j.smith,2,,,,2,,4,,,,,,,2026-08-17,smc/2026.01,2022-06-29,2026-01-24 18:03:55+00:00,Ubuntu 22.04.4,SYS-221H-TNR,e518c695-5dbd-4795-91cd-07393845c758
AST-BER1-00249,ber1-cont-0249,DE677155507,Medium,Active,Internal IT,control,Dell,R7615 STORAGE G2,10.67.157.197,d6:ac:94:1b:37:cb,,1.13.2,N/A,1248,,EMEA,,BER1,BER1-DC-4,R11,,,31,Front,,,,,172.16.217.34/24,,10.128.98.201,,,,,"Burn-in done, handed to platform team",,,,,2020-03-31T16:07:54.000000+00:00,2021-01-18T16:07:54.000000+00:00,DC-Ops,a.kovac,2,Linux RHEL9,,,2,,2,,,,,,,,dell/01122024,2021-02-19,2021-06-03 16:07:54+00:00,ESXi 8.0u2,R7615,2071913e-7452-4e9f-a35f-3c2a2b21cb68
AST-LON2-00250,lon2-cont-0250,DE863395059,Low,Active,Cloud Platform,control,Dell,R760XA GPU G2,–,54:1b:68:80:75:f5,5.11,–,TAG55921,1249,,EMEA,,LON2,LON2-DC-3,-,,,8,,,,Front to rear,,172.16.139.115/24,,10.176.183.114,,,,,"Replaced PSU, vendor RMA #4411",,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2024-03-16T11:08:37.000000+00:00,2024-12-28T11:08:37.000000+00:00,Platform,j.smith,1,,,,2,,4,,,,,,,,N/A,,2025-02-03 11:08:37+00:00,RHEL 9.4,-,c34ec736-265a-46b1-b10d-f082adaaac1c
AST-SIN1-00251,sin1-comp-0251,LE832476711,Medium,Staged,Cloud Platform,compute,Lenovo,ThinkSystem SR630 COMP G1,10.20.230.113,1f:22:c6:7e:15:82,–,1.10.8,-,1250,,APAC,,SIN1,,R16,,,26,,,,,,–,,10.150.105.63,,,,,,,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2025-04-12T17:27:34.000000+00:00,2026-04-23T17:27:34.000000+00:00,DC-Ops,ops-team,2,Linux Ubuntu 22.04,,,2,,6,,,,,,,05/03/2027,N/A,,2026-09-06 17:27:34+00:00,RHEL 9.4,ThinkSystem,404891d5-34a6-4616-84ed-e3252250b32d
AST-ASH1-00252,ash1-cont-0252,SU116717723,,Staged,Internal IT,control,Supermicro,SYS-221H-TNR CTRL Gen 3,10.93.164.62,None,-,1.2.9,TAG59982,1251,,AMER,,ASH1,ASH1-DC-2,R04,,,38,,,,Front to rear,,172.24.197.206/24,,–,,,,,,,,,,2025-06-16T23:06:21.000000+00:00,2026-06-03T23:06:21.000000+00:00,,,2,Linux RHEL9,,,2,,4,,,,,,,2027-11-22,smc/2025.09,04/07/2023,2026-10-13 23:06:21+00:00,ESXi 8.0u2,SYS-221H-TNR,8e13a5a2-e46e-4dab-822e-6507ccdd775e
AST-DFW1-00253,dfw1-comp-0253,DE298764939,Mission Critical,Active,Cloud Platform,compute,Dell,R650XS CONTROL G1,10.10.8.17,2a:97:60:be:c4:2f,7.7,2.10.3,TAG21147,1252,,AMER,,DFW1,DFW1-DC-3,R01,,,36,Front,,,,,172.17.15.131/24,,10.149.236.112,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2021-12-15T15:29:34.000000+00:00,2022-03-15T15:29:34.000000+00:00,,j.smith,1,Linux RHEL9,,,2,,2,,,,,,,2026-10-09,dell/15032026,2019-01-11,2022-06-17 15:29:34+00:00,Ubuntu 22.04.4,R650XS,ebb34742-5edd-4cf6-ba08-829f256dbd0b
AST-ASH1-00254,ash1-comp-0254,HP568056579,Low,Decommissioned,Managed Services,compute,HPE,DL360 COMP G1,,15:07:bc:63:dc:d6,–,3.12.2,TAG70176,1253,,AMER,,ASH1,ASH1-DC-1,R02,,,42,,,,Front to rear,,172.18.115.253/24,,10.150.189.77,,,,,,,"Needs recable
see ticket NET-2231",,lab,2023-09-06T19:41:51.000000+00:00,2024-08-14T19:41:51.000000+00:00,DC-Ops,ops-team,2,Linux RHEL9,,,2,,6,,,,,,,,,,2024-09-05 19:41:51+00:00,N/A,DL360,a9bb2a8d-06c9-4b8b-91a3-c6be450bdab0
AST-SIN1-00255,sin1-gpu-0255,DE917173816,Medium,Staged,Managed Services,gpu,Dell,R7615 STORAGE G2,N/A,4a:8f:2f:ce:46:df,3.4,2.10.8,N/A,1254,,APAC,,SIN1,–,R01,,,19,Front,,,,,172.30.249.117/24,,10.165.160.249,,,,,"Ordered 2023, batch 7, rack row B",,,,"prod,edge",2024-11-11T00:32:35.000000+00:00,2025-05-19T00:32:35.000000+00:00,DC-Ops,ops-team,2,Linux RHEL9,,,2,,6,,,,,,,2024-06-07,N/A,,2025-11-15 00:32:35+00:00,,R7615,d032e584-eb81-4f95-8070-32331bb663c4
AST-FRA2-00256,fra2-gpu-0256,DE701284690,,Staged,Cloud Platform,,Dell,R760XA GPU G2,–,b3:1e:2e:3b:be:00,5.3,,TAG15717,1255,,EMEA,,FRA2,–,,,,3,front,,,,,172.30.123.24/24,,10.166.93.42,,,,,,,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2025-03-13T09:26:28.000000+00:00,2025-08-28T09:26:28.000000+00:00,,j.smith,2,Linux Ubuntu 22.04,,,2,,6,,,,,,,,dell/30092025,2023-06-10,2025-12-25 09:26:28+00:00,Ubuntu 22.04.4,R760XA,6a95093f-97d0-40ea-a3a1-7a6a67606796
AST-TYO1-00257,tyo1-comp-0257,DE543905917,Medium,Active,Internal IT,compute,Dell,XR11 EDGE,10.75.72.251,97:6d:b8:e0:83:7b,3.13,2.8.8,TAG66264,1256,,APAC,,TYO1,TYO1-DC-3,R04,,,N/A,Front,,,,,172.18.18.67/24,,10.139.42.55,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2020-09-30T16:31:26.000000+00:00,2021-08-16T16:31:26.000000+00:00,Platform,a.kovac,1,Linux Ubuntu 22.04,,,2,,4,,,,,,,,dell/15032026,2022-05-07,2021-11-16 16:31:26+00:00,Ubuntu 22.04.4,XR11,ac01312c-131a-4df4-8893-89cc02abbd72
AST-AMS1-00258,ams1-comp-0258,DE680724838,Medium,Active,Internal IT,compute,Dell,XR11 EDGE,10.51.54.11,48:a8:97:e3:c7:1b,3.5,2.11.3,TAG45133,1257,,EMEA,,AMS1,AMS1-DC-1,R02,,,12,front,,,,,172.19.119.26/24,,10.139.14.171,,,,,,,,,lab,2022-11-01T13:08:01.000000+00:00,2023-11-29T13:08:01.000000+00:00,,j.smith,1,Linux Ubuntu 22.04,,,2,,2,,,,,,,,dell/30092025,2021-12-14,2024-05-14 13:08:01+00:00,ESXi 8.0u2,XR11,3975cc0b-ee61-49c6-9d45-3cc99e0e4daa
AST-PHX3-00259,phx3-comp-0259,None,Medium,Staged,,compute,Dell,R760XA GPU G2,10.34.66.119,,–,N/A,TAG92163,1258,,AMER,,PHX3,PHX3-DC-3,R04,,,12,front,,,,,172.27.14.234/24,,10.106.181.182,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2023-10-08T04:10:02.000000+00:00,2024-10-03T04:10:02.000000+00:00,DC-Ops,j.smith,2,,,,2,,2,,,,,,,,dell/15032026,2023-11-30,2024-10-06 04:10:02+00:00,–,R760XA,fdfc2c17-ecea-4f53-9fdf-46eb40d5ca07
None,sin1-stor-0260,DE147340022,High,Active,Cloud Platform,storage,Dell,R760XA GPU G2,10.71.136.178,b2:05:25:fc:6c:c2,,2.8.2,–,1259,,APAC,,SIN1,SIN1-DC-2,R09,,,,,,,Front to rear,,172.25.191.221/24,,10.127.99.146,,,,,,,"Needs recable
see ticket NET-2231",,"prod,edge",2025-11-30T16:38:52.000000+00:00,2026-04-03T16:38:52.000000+00:00,DC-Ops,,2,Linux Ubuntu 22.04,,,2,,2,,,,,,,,dell/30092025,,2026-07-12 16:38:52+00:00,-,R760XA,98a08ab5-dff9-4e74-85b3-5fe1b14a41f6
AST-BER1-00261,-,LE948207070,Medium,Staged,Cloud Platform,compute,Lenovo,ThinkSystem SR630 COMP G1,–,N/A,3.7,-,TAG22972,1260,,EMEA,,BER1,BER1-DC-1,R18,,,8,front,,,Front to rear,,172.23.214.172/24,,-,,,,,,,"Needs recable
see ticket NET-2231",,,2024-08-14T03:16:46.000000+00:00,2025-04-02T03:16:46.000000+00:00,DC-Ops,,2,ESXi 8.0,,,2,,6,,,,,,,,01/02/2026,2026-06-29,2025-06-21 03:16:46+00:00,ESXi 8.0u2,ThinkSystem,e6012132-2c54-4be7-b6b3-102b1f11d540
AST-FRA1-00262,fra1-comp-0262,DE353760819,Low,Active,Internal IT,compute,Dell,XR11 EDGE,10.99.110.18,f4:53:00:1b:5a:6d,6.4,,N/A,1261,,EMEA,,FRA1,N/A,R11,,,13,,,,Front to rear,,172.31.88.206/24,,10.148.79.131,,,,,"Ordered 2023, batch 1, rack row B",,,,"prod,edge",2024-01-27T10:12:10.000000+00:00,2024-10-27T10:12:10.000000+00:00,DC-Ops,ops-team,1,ESXi 8.0,,,2,,2,,,,,,,,dell/15032026,2020-01-31,2025-04-23 10:12:10+00:00,-,-,88ea2b25-d48c-4da6-a26d-c035eab1802f
AST-AMS1-00263,ams1-comp-0263,DE103098643,High,Active,Cloud Platform,compute,Dell,R650XS CONTROL G1,10.54.118.240,25:f0:98:c1:14:51,,2.7.8,TAG18766,1262,,EMEA,,AMS1,AMS1-DC-1,R07,,,8,Front,,,Front to rear,,172.19.114.34/24,,10.158.235.92,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2025-10-20T11:10:16.000000+00:00,2025-11-19T11:10:16.000000+00:00,Platform,m.papaj,2,Linux RHEL9,,,2,,4,,,,,,,,,,2026-03-30 11:10:16+00:00,,R650XS,84f8102b-0307-4e48-966d-8c28969ac873
AST-BER1-00264,ber1-comp-0264,DE310826170,High,Active,Internal IT,compute,Dell,R650XS CONTROL G1,10.87.96.184,6e:d2:46:af:a4:88,2.16,3.1.8,TAG87872,1263,,EMEA,,BER1,-,R13,,,6,,,,,,172.28.85.117/24,,10.153.176.3,,,,,"Ordered 2023, batch 5, rack row B",,,,"baremetal,k8s",2025-10-28T18:41:59.000000+00:00,2026-04-03T18:41:59.000000+00:00,DC-Ops,a.kovac,2,,,,2,,2,,,,,,,2027-05-02,,,2026-06-08 18:41:59+00:00,RHEL 9.4,-,92740866-6e34-493e-ba28-3217a3768e3c
AST-BER1-00265,ber1-comp-0265,HP497064285,Medium,Active,Cloud Platform,compute,HPE,DL360 COMP G1,10.59.137.128,N/A,,3.10.9,TAG50153,1264,,EMEA,,BER1,BER1-DC-4,R09,,,24,front,,,,,172.24.171.243/24,,10.158.205.151,,,,,"Ordered 2023, batch 8, rack row B",,,,"prod,edge",2023-12-21T14:55:17.000000+00:00,2025-01-23T14:55:17.000000+00:00,DC-Ops,m.papaj,2,ESXi 8.0,,,2,,2,,,,,,,,01/02/2026,,2025-05-01 14:55:17+00:00,RHEL 9.4,DL360,46b47a21-86ee-4ca4-a9dc-d2af6617bfb4
AST-TYO1-00266,–,SU976793968,,Active,Internal IT,compute,Supermicro,SYS-221H-TNR CTRL Gen 3,10.50.158.55,b6:55:48:3d:28:bc,5.2,N/A,-,1265,,APAC,,TYO1,None,None,,,13,Front,,,Front to rear,,172.30.115.27/24,,10.107.231.146,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,"prod,edge",2020-12-27T11:13:56.000000+00:00,2021-05-31T11:13:56.000000+00:00,DC-Ops,m.papaj,2,,,,2,,2,,,,,,,2025-05-15,smc/2026.01,,2021-09-27 11:13:56+00:00,,SYS-221H-TNR,702985bf-2f31-4b19-bc5a-a25ac9c68f45
AST-BER1-00267,ber1-gpu-0267,N/A,High,Active,Managed Services,gpu,HPE,DL360 COMP G1,-,6f:cb:2c:fd:54:11,3.12,2.4.8,TAG33070,1266,,EMEA,,BER1,BER1-DC-4,R01,,,24,front,,,Front to rear,,172.21.163.119/24,,N/A,,,,,"Ordered 2023, batch 4, rack row B",,,,"prod,edge",2022-10-08T05:49:11.000000+00:00,2023-09-06T05:49:11.000000+00:00,,m.papaj,1,ESXi 8.0,,,2,,6,,,,,,,2026-01-01,-,2024-11-17,2024-03-01 05:49:11+00:00,RHEL 9.4,-,86380af2-622a-404c-83d8-e4ac841db4c9
AST-FRA1-00268,fra1-cont-0268,SU691875560,Low,Active,Internal IT,control,Supermicro,SYS-112C-TN COMP G2,10.75.95.100,5d:2d:fc:de:86:84,N/A,1.4.3,TAG38402,1267,,EMEA,,FRA1,FRA1-DC-2,R02,,,–,front,,,,,,,10.115.81.213,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,"prod,edge",2023-11-27T10:04:26.000000+00:00,2023-12-21T10:04:26.000000+00:00,,a.kovac,1,Linux Ubuntu 22.04,,,2,,4,,,,,,,,-,,2024-06-05 10:04:26+00:00,RHEL 9.4,None,bbfcb851-1dde-4d79-87a9-3fa0e6c4ab47
AST-SIN1-00269,sin1-cont-0269,DE834089588,,Active,Cloud Platform,control,Dell,R650XS CONTROL G1,10.23.120.2,N/A,N/A,3.2.2,,1268,,APAC,,SIN1,N/A,R13,,,,,,,,,172.25.62.168/24,,10.140.117.220,,,,,"Replaced PSU, vendor RMA #4411",,"Needs recable
see ticket NET-2231",,lab,2024-03-07T21:29:56.000000+00:00,2024-07-27T21:29:56.000000+00:00,Platform,a.kovac,1,,,,2,,2,,,,,,,2027-02-11,N/A,04/07/2023,2025-01-13 21:29:56+00:00,None,,0ace8380-0618-42d3-ab52-3da977aff836
AST-FRA1-00270,fra1-stor-0270,LE596881987,Medium,Active,,storage,Lenovo,ThinkSystem SR650,–,ad:f3:d7:b4:79:6a,7.18,,TAG92570,1269,,EMEA,,FRA1,,-,,,8,front,,,Front to rear,,–,,10.160.110.19,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2024-07-10T19:19:34.000000+00:00,2025-04-27T19:19:34.000000+00:00,Platform,,2,Linux Ubuntu 22.04,,,2,,4,,,,,,,,,2023-10-10,2025-08-23 19:19:34+00:00,–,ThinkSystem,a2d5abbd-0460-4f2a-afdd-f6e78762ea3f
AST-AMS1-00271,ams1-cont-0271,DE550745634,Medium,Active,Managed Services,control,Dell,R760XA GPU G2,10.54.218.177,ed:e1:28:38:b7:46,,3.11.9,N/A,1270,,EMEA,,AMS1,AMS1-DC-4,R03,,,20,Front,,,,,172.27.161.179/24,,-,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,lab,2021-09-17T10:29:05.000000+00:00,2022-04-03T10:29:05.000000+00:00,Platform,ops-team,2,,,,2,,2,,,,,,,,-,2021-06-26,2022-10-10 10:29:05+00:00,N/A,R760XA,135a780e-0048-495c-85b3-a5dbb19438a8
AST-ASH1-00272,ash1-cont-0272,SU908507722,,Offline,Internal IT,control,Supermicro,SYS-521E-WR NET Gen3,-,8a:33:7f:50:35:04,-,1.15.0,TAG49499,1271,,AMER,,ASH1,ASH1-DC-4,R08,,,-,Front,,,Front to rear,,N/A,,,,,,,,,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2025-03-02T07:34:18.000000+00:00,2025-07-05T07:34:18.000000+00:00,,m.papaj,2,,,,2,,2,,,,,,,,smc/2025.09,2020-03-15,2026-01-09 07:34:18+00:00,,None,b77e2088-d003-4da3-94e9-f48fed7415a4
AST-AMS1-00273,ams1-comp-0273,HP774314637,Low,Offline,Managed Services,compute,HPE,DL360 COMP G1,10.10.220.249,-,3.9,,None,1272,,EMEA,,AMS1,AMS1-DC-4,R11,,,N/A,,,,Front to rear,,172.25.96.67/24,,N/A,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,,2025-10-06T01:06:17.000000+00:00,2026-06-05T01:06:17.000000+00:00,DC-Ops,j.smith,2,,,,2,,4,,,,,,,,,,2026-08-25 01:06:17+00:00,–,DL360,f85b24f2-f79d-4221-933b-dc36eb4cd8f6
AST-DFW1-00274,dfw1-stor-0274,DE519664953,High,Active,Internal IT,-,Dell,XR11 EDGE,10.67.172.187,ef:e1:22:3e:db:e9,2.14,1.15.9,,1273,,AMER,,DFW1,-,R14,,,38,front,,,,,N/A,,-,,,,,"Ordered 2023, batch 3, rack row B",,,,"prod,edge",2022-11-17T04:29:34.000000+00:00,2023-02-18T04:29:34.000000+00:00,Platform,a.kovac,1,ESXi 8.0,,,2,,6,,,,,,,,,,2023-08-20 04:29:34+00:00,RHEL 9.4,XR11,904414d2-b9a9-4cab-afec-0201176cfff3
AST-FRA1-00275,fra1-comp-0275,HP992628933,High,Planned,Cloud Platform,compute,HPE,DL380 Gen10,10.79.236.187,74:e1:4e:f0:4b:ad,–,1.10.6,N/A,1274,,EMEA,,FRA1,FRA1-DC-2,R14,,,–,Front,,,Front to rear,,172.31.164.212/24,,10.113.243.165,,,,,"Ordered 2023, batch 2, rack row B",,,,,2022-03-15T12:13:37.000000+00:00,2023-02-17T12:13:37.000000+00:00,DC-Ops,j.smith,2,Linux RHEL9,,,2,,2,,,,,,,2026-09-21,bundle-2025Q3,2024-09-11,2023-03-07 12:13:37+00:00,Ubuntu 22.04.4,DL380,62828f23-5af9-4d9e-982e-0abbb9d635ed
AST-FRA1-00276,fra1-cont-0276,HP731099219,High,Active,Internal IT,control,HPE,DL380 Gen10,10.42.181.46,49:39:c0:5a:c0:a4,4.18,2.6.3,TAG10197,1275,,EMEA,,FRA1,None,R04,,,2,,,,,,172.20.252.243/24,,10.114.252.27,,,,,"Replaced PSU, vendor RMA #4411",,,,"baremetal,k8s",2025-04-08T11:46:37.000000+00:00,2026-02-19T11:46:37.000000+00:00,Platform,j.smith,1,Linux RHEL9,,,2,,4,,,,,,,2025-06-07,bundle-2025Q3,,2026-07-25 11:46:37+00:00,None,DL380,1798ec4e-3e5b-4dd4-be70-7bde96819f4f
AST-DFW1-00277,dfw1-comp-0277,DE544652427,High,Offline,Internal IT,compute,Dell,R660 COMP G2,N/A,50:4d:92:3b:24:a5,–,2.10.9,-,1276,,AMER,,DFW1,DFW1-DC-3,R11,,,3,Front,,,,,172.16.214.21/24,,-,,,,,,,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2021-12-25T10:31:27.000000+00:00,2022-05-12T10:31:27.000000+00:00,DC-Ops,a.kovac,1,Linux RHEL9,,,2,,2,,,,,,,2026-07-18,,2020-05-02,2022-05-28 10:31:27+00:00,-,-,648803ad-6afc-4fb6-be63-8240066c3b12
AST-ASH1-00278,ash1-stor-0278,SU567550375,High,Staged,Cloud Platform,storage,Supermicro,SYS-112C-TN COMP G2,,fe:e2:f5:7d:a0:a7,5.20,2.9.1,-,1277,,AMER,,ASH1,ASH1-DC-4,-,,,,Front,,,,,172.17.199.80/24,,–,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,"prod,edge",2024-08-15T09:48:49.000000+00:00,2025-03-17T09:48:49.000000+00:00,DC-Ops,ops-team,2,Linux RHEL9,,,2,,2,,,,,,,,smc/2025.09,2022-06-16,2025-08-14 09:48:49+00:00,ESXi 8.0u2,SYS-112C-TN,2c35750c-72ee-41c1-893b-31a983e4e28a
AST-PHX3-00279,phx3-cont-0279,DE889582334,Medium,Active,Internal IT,control,Dell,,10.17.112.225,a7:5b:8a:7d:78:00,6.5,3.5.9,None,1278,,AMER,,PHX3,PHX3-DC-4,R04,,,–,Front,,,,,-,,10.152.10.189,,,,,"Ordered 2023, batch 4, rack row B",,"Needs recable
see ticket NET-2231",,lab,2024-09-03T09:37:22.000000+00:00,2024-09-14T09:37:22.000000+00:00,,j.smith,2,Linux RHEL9,,,2,,6,,,,,,,05/03/2027,dell/15032026,,2025-01-08 09:37:22+00:00,–,R660,a3764c04-846f-4663-9b9e-92db40bbba1e
AST-DFW1-00280,dfw1-comp-0280,LE315956412,High,Staged,Cloud Platform,compute,Lenovo,ThinkSystem SR650,10.87.78.26,–,6.3,2.7.1,TAG71222,1279,,AMER,,DFW1,DFW1-DC-1,R06,,,38,,,,Front to rear,,172.30.32.136/24,,10.165.114.90,,,,,"Replaced PSU, vendor RMA #4411",,"Needs recable
see ticket NET-2231",,lab,2021-12-01T22:36:49.000000+00:00,2022-12-04T22:36:49.000000+00:00,DC-Ops,j.smith,1,,,,2,,4,,,,,,,,15/11/2025,2025-06-30,2023-01-16 22:36:49+00:00,ESXi 8.0u2,ThinkSystem,51e7ebd0-91d2-4671-9cd5-60623528fe87
AST-BER1-00281,ber1-stor-0281,DE468753641,Medium,Offline,Internal IT,storage,Dell,R7615 STORAGE G2,,ca:f8:0b:01:ea:9d,5.8,–,TAG35367,1280,,EMEA,,BER1,BER1-DC-1,R06,,,30,,,,,,172.16.227.69/24,,–,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,,2022-10-10T07:31:42.000000+00:00,2023-02-02T07:31:42.000000+00:00,Platform,ops-team,1,Linux Ubuntu 22.04,,,2,,4,,,,,,,,dell/30092025,2023-05-19,2023-05-13 07:31:42+00:00,-,,bf96071e-2312-44a3-be5f-d4d3a112047b
None,fra2-comp-0282,LE746209302,Low,Active,Cloud Platform,compute,Lenovo,ThinkSystem SR650,10.79.91.70,None,-,1.11.6,–,1281,,EMEA,,FRA2,FRA2-DC-3,N/A,,,None,,,,,,172.16.97.224/24,,-,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,,2020-07-09T03:53:29.000000+00:00,2020-07-19T03:53:29.000000+00:00,,m.papaj,1,Linux RHEL9,,,2,,6,,,,,,,,bundle-2025Q3,2019-04-08,2020-08-16 03:53:29+00:00,ESXi 8.0u2,ThinkSystem,a534df24-e454-4607-b3ff-c63a8b5bd4ab
-,sin1-netw-0283,DE241225724,Medium,Active,Cloud Platform,network,Dell,R7615 STORAGE G2,10.15.201.124,f4:46:a1:d9:5b:5e,3.3,2.7.3,TAG94871,1282,,APAC,,SIN1,SIN1-DC-4,R09,,,20,,,,,,172.28.191.43/24,,10.143.216.144,,,,,"Ordered 2023, batch 6, rack row B",,"DIMM slot A3 flaky, monitor",,lab,2025-02-11T15:35:05.000000+00:00,2025-12-13T15:35:05.000000+00:00,Platform,a.kovac,1,ESXi 8.0,,,2,,6,,,,,,,,,2021-06-12,2026-03-08 15:35:05+00:00,,–,4b29cb2b-11c5-48c0-9b88-41c4c21277ab
AST-FRA2-00284,fra2-gpu-0284,DE354292725,Medium,Active,Internal IT,gpu,Dell,R660 COMP G2,10.91.237.127,cf:3b:a7:fa:bc:2b,2.10,3.1.5,None,1283,,EMEA,,FRA2,FRA2-DC-3,R16,,,10,,,,,,172.26.164.142/24,,10.134.126.159,,,,,"Burn-in done, handed to platform team",,,,"baremetal,k8s",2025-06-11T16:45:24.000000+00:00,2025-08-24T16:45:24.000000+00:00,,ops-team,2,ESXi 8.0,,,2,,4,,,,,,,,dell/30092025,,2025-10-22 16:45:24+00:00,Ubuntu 22.04.4,-,7cb09fbb-7c37-4a02-becd-a91159b44fa2
AST-FRA2-00285,fra2-stor-0285,-,High,Active,Cloud Platform,storage,Dell,R650XS CONTROL G1,10.14.242.130,6c:a7:73:f7:19:33,2.11,None,None,1284,,EMEA,,FRA2,FRA2-DC-2,R17,,,5,Front,,,Front to rear,,–,,10.122.34.91,,,,,"Ordered 2023, batch 7, rack row B",,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2021-07-20T03:17:40.000000+00:00,2022-02-24T03:17:40.000000+00:00,Platform,m.papaj,2,Linux Ubuntu 22.04,,,2,,2,,,,,,,2024-11-17,dell/30092025,2019-12-15,2022-03-08 03:17:40+00:00,ESXi 8.0u2,R650XS,7c891675-9d31-4995-8659-c5ee17f04414
AST-FRA1-00286,fra1-netw-0286,SU275799272,,Decommissioned,Cloud Platform,network,Supermicro,SYS-221H-TNR CTRL Gen 3,N/A,–,5.17,–,TAG34580,1285,,EMEA,,FRA1,FRA1-DC-1,R11,,,38,front,,,,,172.25.234.150/24,,–,,,,,"Replaced PSU, vendor RMA #4411",,,,lab,2020-10-22T18:36:04.000000+00:00,2021-10-18T18:36:04.000000+00:00,Platform,a.kovac,2,Linux RHEL9,,,2,,2,,,,,,,,,,2022-02-23 18:36:04+00:00,Ubuntu 22.04.4,SYS-221H-TNR,d86afa23-75c5-43f6-a58c-c0069e5cdcb1
AST-FRA1-00287,fra1-netw-0287,SU461377871,Low,Active,Cloud Platform,network,Supermicro,SYS-521E-WR NET Gen3,None,0a:ed:06:a3:63:40,-,–,TAG26469,1286,,EMEA,,FRA1,FRA1-DC-3,R09,,,,,,,,,172.29.216.150/24,,10.173.24.95,,,,,,,"DIMM slot A3 flaky, monitor",,,2024-11-25T22:18:48.000000+00:00,2024-12-01T22:18:48.000000+00:00,DC-Ops,ops-team,2,Linux RHEL9,,,2,,2,,,,,,,,smc/2025.09,2021-12-02,2025-05-28 22:18:48+00:00,ESXi 8.0u2,SYS-521E-WR,bf6c00b4-1fb4-492c-9889-021971534ba2
AST-AMS1-00288,ams1-cont-0288,DE710261100,Medium,Offline,Cloud Platform,control,Dell,R7615 STORAGE G2,10.55.123.205,5f:b6:b1:3b:33:c2,-,3.7.7,-,1287,,EMEA,,AMS1,AMS1-DC-4,R13,,,16,,,,Front to rear,,172.18.187.163/24,,None,,,,,"Replaced PSU, vendor RMA #4411",,"Needs recable
see ticket NET-2231",,,2022-02-01T06:19:33.000000+00:00,2022-05-20T06:19:33.000000+00:00,,m.papaj,1,Linux RHEL9,,,2,,2,,,,,,,2026-09-10,dell/15032026,2020-09-28,2022-08-13 06:19:33+00:00,ESXi 8.0u2,R7615,9fe33bc9-5bfa-43fc-b2d7-e3ecb13885b3
